id,name,availability,code_product,price,hrefs
153,"Игра Sonic Colours: Ultimate (PS4, русская версия)",Есть в наличии,L06163,2649,https://igroray.ru/catalog/igra-sonic-colours-ultimate-ps4-russkaya-versiya/
154,"Игра Evil West (PS5, русская версия)",Есть в наличии,L10666,4748,https://igroray.ru/catalog/igra-evil-west-ps5-russkaya-versiya/
155,"Игра Ghostrunner 2 (PS5, русские субтитры)",Есть в наличии,L63423,4307,https://igroray.ru/catalog/igra-ghostrunner-2-ps5/
156,"Игра Assassin's Creed III Обновленная версия (PS4, русская версия)",Есть в наличии,L02827,2199,https://igroray.ru/catalog/igra-assassin-s-creed-iii-obnovlennaya-versiya-ps4-russkaya-versiya/
157,"Игра Battlefield 2042 (PS5, русская версия)",Есть в наличии,L06174,3508,https://igroray.ru/catalog/igra-battlefield-2042-ps5-russkaya-versiya/
158,Игра Persona 5 Royal Edition (PS5),Есть в наличии,L12717,2899,https://igroray.ru/catalog/igra-persona-5-royal-edition-ps5/
159,Игра JoJos Bizarre Adventure: All Star Battle R (PS5),Есть в наличии,L12165,3410,https://igroray.ru/catalog/igra-jojo-s-bizarre-adventure-all-star-battle-r-ps5/
160,"Игра Rise of the Tomb Raider: 20 Year Celebration (PS4, русская версия)",Есть в наличии,L01549,1899,https://igroray.ru/catalog/igra-rise-of-the-tomb-raider-20-year-celebration-ps4-russkaya-versiya/
161,ИгроПак для PS5: Diablo IV + Final Fantasy XVI,Есть в наличии,L40882,13215,https://igroray.ru/catalog/igropak-dlya-ps5-diablo-iv-final-fantasy-xvi/
162,Игра Star Trek: Resurgence (PS5),Есть в наличии,L63509,4307,https://igroray.ru/catalog/igra-star-trek-resurgence-ps5/
163,"Игра Стражи Галактики Marvel (PS5, русская версия)",Есть в наличии,L07259,3199,https://igroray.ru/catalog/igra-strazhi-galaktiki-marvel-ps5-russkaya-versiya/
164,Игра Resident Evil 4 HD (PS4),Есть в наличии,L09197,2299,https://igroray.ru/catalog/igra-resident-evil-4-hd-ps4/
165,"Игра GRID Legends (PS5, русская версия)",Есть в наличии,L08485,6088,https://igroray.ru/catalog/igra-grid-legends-ps5-russkaya-versiya/
166,"Игра Subnautica: Below Zero (PS4, русская версия)",Есть в наличии,L05544,2999,https://igroray.ru/catalog/igra-subnautica-below-zero-ps4-russkaya-versiya/
167,Игра Gang Beasts (PS4),Есть в наличии,L07678,2450,https://igroray.ru/catalog/igra-gang-beasts-ps4/
168,ИгроПак для PS5: Call of Duty: Vanguard + Sniper Elite 5,Есть в наличии,L010439,10085,https://igroray.ru/catalog/igropak-dlya-ps5-call-of-duty-vanguard-sniper-elite-5/
169,"Игра Street Fighter 6 (PS5, русская версия)",Есть в наличии,L14521,4955,https://igroray.ru/catalog/igra-street-fighter-6-ps5-russkaya-versiya/
170,"Игра Alan Wake Remastered (PS5, русская версия)",Есть в наличии,L07613,3658,https://igroray.ru/catalog/igra-alan-wake-remastered-ps5-russkaya-versiya/
171,"Игра Tiny Tinas Wonderlands Next-Level Edition (PS5, русская версия)",Есть в наличии,L08291,3099,https://igroray.ru/catalog/igra-tiny-tinas-wonderlands-next-level-edition-ps5-russkaya-versiya/
172,"Sony PlayStation 5 (CFI-1200A, JP)  + 2-й геймпад (звездный синий) + зарядная станция",Есть в наличии,L63102,71332,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-2-y-geympad-zvezdnyy-siniy-zaryadnaya-stantsiya/
173,"Игра Jurassic World Evolution 2 (PS5, русская версия)",Есть в наличии,L07947,4071,https://igroray.ru/catalog/igra-jurassic-world-evolution-2-ps5-russkaya-versiya/
174,"Sony PlayStation 5 (CFI-1200A, JP)  + 2-й геймпад (космический красный) + зарядная станция",Есть в наличии,L63088,71345,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-2-y-geympad-kosmicheskiy-krasnyy-zaryadnaya-stantsiya/
175,ИгроПак для PS5: Last of Us Part I + Resident Evil Village,Есть в наличии,L11665,9831,https://igroray.ru/catalog/igropak-dlya-ps5-last-of-us-part-i-resident-evil-village/
176,"Игра LEGO Brawls (PS5, русская версия)",Есть в наличии,L12012,3334,https://igroray.ru/catalog/igra-lego-brawls-ps5-russkaya-versiya-/
177,"Игра Far Cry 6 (PS5, русская версия)",Есть в наличии,L04501,3099,https://igroray.ru/catalog/igra-far-cry-6-ps5-russkaya-versiya/
178,"Игра The Medium (PS5, русская версия)",Есть в наличии,L04728,2700,https://igroray.ru/catalog/igra-the-medium-ps5-russkaya-versiya/
179,"Игра Evil Dead: The Game (PS5, русская версия)",Есть в наличии,L08776,2950,https://igroray.ru/catalog/igra-evil-dead-the-game-ps5-russkaya-versiya/
180,"Игра Ведьмак 3: Дикая охота. Издание Игра года (PS4, русские субтитры)",Осталось мало,L11988,2989,https://igroray.ru/catalog/igra-vedmak-3-dikaya-okhota-izdanie-igra-goda-ps4-russkie-subtitry/
181,"Игра Scars Above (PS5, русские субтитры)",Есть в наличии,L14891,3540,https://igroray.ru/catalog/igra-scars-above-ps5-russkie-subtitry/
182,"Игра SIFU Vengeance Edition (PS5, русская версия)",Есть в наличии,L08786,5050,https://igroray.ru/catalog/igra-sifu-vengeance-edition-ps5-russkaya-versiya/
183,"Игра SAINTS ROW Notorious Edition (PS5, русская версия)",Есть в наличии,L08056,4601,https://igroray.ru/catalog/igra-saints-row-notorious-edition-ps5-russkaya-versiya/
184,"Игра F1 Manager 2022 (PS5, русская версия)",Есть в наличии,L11955,2499,https://igroray.ru/catalog/igra-f1-manager-2022-ps5-russkaya-versiya/
185,Гарнитура игровая SteelSeries Arctis Pro + GameDAC White,Есть в наличии,L41580,18149,https://igroray.ru/catalog/garnitura-igrovaya-steelseries-arctis-pro-gamedac-white/
186,"Игра A Plague Tale: Innocence HD (PS5, русская версия)",Есть в наличии,L07378,3421,https://igroray.ru/catalog/igra-a-plague-tale-innocence-hd-ps5-russkaya-versiya/
187,"Игра King's Bounty 2 (II) Издание первого дня (PS4, русская версия)",Есть в наличии,L05865,3000,https://igroray.ru/catalog/igra-king-s-bounty-2-ii-izdanie-pervogo-dnya-ps4-russkaya-versiya/
188,"Игра Resident Evil 4 Remake (PS4, русская версия)",Есть в наличии,L24257,6587,https://igroray.ru/catalog/igra-resident-evil-4-remake-ps4-russkaya-versiya/
189,"Игра Terminator: Resistance (PS5, русская версия)",Есть в наличии,L05612,3099,https://igroray.ru/catalog/igra-terminator-resistance-ps5-russkaya-versiya/
190,"Игра Evil West (PS4, русская версия)",Есть в наличии,L10664,4719,https://igroray.ru/catalog/igra-evil-west-ps4-russkaya-versiya/
191,Игра Teenage Mutant Ninja Turtles: Shredders Revenge (PS5),Есть в наличии,L13217,2999,https://igroray.ru/catalog/igra-teenage-mutant-ninja-turtles-shredder-s-revenge-ps5/
192,"Sony PlayStation 5 (CFI-1200A, JP) + руль Fanatec Gran Turismo + педали + стойка для руля",Есть в наличии,L63105,182387,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-rul-fanatec-gran-turismo-pedali-stoyka-dlya-rulya/
193,"Игра Nioh Collection (PS5, русская версия)",Есть в наличии,L05390,2099,https://igroray.ru/catalog/igra-nioh-collection-ps5-russkaya-versiya/
194,"Игра Subnautica: Below Zero (PS5, русские субтитры)",Есть в наличии,L05545,3013,https://igroray.ru/catalog/igra-subnautica-below-zero-ps5-russkaya-versiya/
195,Игра WWE 2K23 (PS4),Есть в наличии,L16027,4719,https://igroray.ru/catalog/igra-wwe-2k23-ps4/
196,"Игра MotoGP 22 Day One Edition (PS5, русская версия)",Есть в наличии,L09058,2899,https://igroray.ru/catalog/igra-motogp-22-ps5-russkaya-versiya/
197,"Игра Aliens: Fireteam Elite (PS5, русская версия)",Есть в наличии,L06376,2299,https://igroray.ru/catalog/igra-aliens-fireteam-elite-ps5-russkaya-versiya/
198,"Игра Sniper Elite 4 (PS4, русская версия)",Есть в наличии,L03834,2399,https://igroray.ru/catalog/igra-sniper-elite-4-ps4-russkaya-versiya/
199,"Игра Just Dance 2022 (PS5, русская версия)",Есть в наличии,L07689,2450,https://igroray.ru/catalog/igra-just-dance-2022-ps5-russkaya-versiya/
200,"Игра Watch Dogs: Legion (PS5, русская версия)",Есть в наличии,L04489,2650,https://igroray.ru/catalog/igra-watch-dogs-legion-ps5-russkaya-versiya/
201,"Игра Farming Simulator 22 (PS5, русская версия)",Есть в наличии,L11701,4366,https://igroray.ru/catalog/igra-farming-simulator-22-ps5-russkaya-versiya/
202,"Игра RoboCop: Rogue City (PS5, русские субтитры)",Есть в наличии,L16077,5605,https://igroray.ru/catalog/igra-robocop-rogue-city-ps5-russkie-subtitry/
203,"Игра Tales of Arise (PS5, русская версия)",Есть в наличии,L05924,4129,https://igroray.ru/catalog/igra-tales-of-arise-ps5-russkaya-versiya/
204,"Игра This Is the Police 2 (PS4, русская версия)",Есть в наличии,L02209,1549,https://igroray.ru/catalog/igra-this-is-the-police-2-ps4-russkaya-versiya/
205,Игра Atari 50: The Anniversary Celebration (PS5),Есть в наличии,L13173,3000,https://igroray.ru/catalog/igra-atari-50-the-anniversary-celebration-ps5/
206,"Игра Asterix and Obelix XXXL: The Ram From Hibernia Limited Edition (PS5, русская версия)",Есть в наличии,L12270,3658,https://igroray.ru/catalog/igra-asterix-and-obelix-xxxl-the-ram-from-hibernia-limited-edition-ps5-russkaya-versiya/
207,"Игра One Piece Odyssey (PS5, русская версия)",Есть в наличии,L14637,4800,https://igroray.ru/catalog/igra-one-piece-odyssey-ps5-russkaya-versiya/
208,"Игра Among Us Crewmate Edition (PS5, русская версия)",Есть в наличии,L07931,2749,https://igroray.ru/catalog/igra-among-us-crewmate-edition-ps5-russkaya-versiya/
209,"Игра Tiny Tinas Wonderlands (PS4, русская версия)",Есть в наличии,L08257,2199,https://igroray.ru/catalog/igra-tiny-tinas-wonderlands-ps4-russkaya-versiya/
210,"Игра Assassin's Creed: Эцио Аудиторе Коллекция (PS4, русская версия)",Есть в наличии,L01230,2250,https://igroray.ru/catalog/igra-assassin-s-creed-etsio-auditore-kollektsiya-ps4-russkaya-versiya/
211,"Игра Ad Infinitum (PS5, русские субтитры)",Есть в наличии,L41333,4129,https://igroray.ru/catalog/igra-ad-infinitum-ps5-russkie-subtitry/
212,"Игра Devil May Cry 5 Special Edition (PS5, русская версия)",Есть в наличии,L04944,2799,https://igroray.ru/catalog/igra-devil-may-cry-5-special-edition-dmc5-ps5-russkaya-versiya/
213,"Игра Balan Wonderworld (PS5, русская версия)",Есть в наличии,L04587,1449,https://igroray.ru/catalog/igra-balan-wonderworld-ps5-russkaya-versiya/
214,Игра Crisis Core: Final Fantasy VII Reunion (PS5),Есть в наличии,L010329,3249,https://igroray.ru/catalog/igra-crisis-core-final-fantasy-vii-reunion-ps5/
215,Игра Tad The Lost Explorer and The Emerald Tablet (PS5),Есть в наличии,L14189,2500,https://igroray.ru/catalog/igra-tad-the-lost-explorer-and-the-emerald-tablet-ps5/
216,"Игра SpongeBob SquarePants The Cosmic Shake (PS4, русская версия)",Есть в наличии,L14634,3450,https://igroray.ru/catalog/igra-spongebob-squarepants-the-cosmic-shake-ps4-russkaya-versiya/
217,"Игра Team Sonic Racing 30th Anniversary Edition (PS4, русская версия)",Есть в наличии,L08834,3050,https://igroray.ru/catalog/igra-team-sonic-racing-30th-anniversary-edition-ps4-russkaya-versiya/
218,"Игра Wreckfest (PS5, русская версия)",Есть в наличии,L08326,3600,https://igroray.ru/catalog/igra-wreckfest-ps5-russkaya-versiya/
219,"Игра Back 4 Blood Special Edition (PS5, русская версия)",Есть в наличии,L05383,2099,https://igroray.ru/catalog/igra-back-4-blood-special-edition-ps5-russkaya-versiya/
220,Зарядная станция PS VR2 Charging Dock TP5-2515 DOBE,Есть в наличии,L42908,2270,https://igroray.ru/catalog/zaryadnaya-stantsiya-ps-vr2-charging-dock-tp5-2515-dobe/
221,"Игра World War Z: Aftermath (PS4, русская версия)",Есть в наличии,L08689,2999,https://igroray.ru/catalog/igra-world-war-z-aftermath-ps4-russkie-subtitry/
222,Набор аксессуаров MIKIMAN Game Set 8в1 для PS5 (MKP-0592),Есть в наличии,L05938,2001,https://igroray.ru/catalog/nabor-aksessuarov-mikiman-game-set-8v1-dlya-ps5-mkp-0592/
223,Настольная карточная игра Гвинт + Дополнение + игра Ведьмак 3: Дикая охота.Полное издание.,Есть в наличии,L24383,10565,https://igroray.ru/catalog/nastolnaya-kartochnaya-igra-gvint-dopolnenie-igra-vedmak-3-dikaya-okhota-polnoe-izdanie/
224,"Игра Anno 1800 Console Edition (PS5, русские субтитры)",Есть в наличии,L15706,4250,https://igroray.ru/catalog/igra-anno-1800-console-edition-ps5-russkie-subtitry/
225,"Игра Ace Combat 7: Skies Unknown TOP GUN: Maverick Edition (PS4, русская версия)",Есть в наличии,L12635,2999,https://igroray.ru/catalog/igra-ace-combat-7-skies-unknown-top-gun-maverick-edition-ps4-russkaya-versiya/
226,"Игра Ben 10: Мощное Приключение (PS4, русская версия)",Есть в наличии,L04260,2499,https://igroray.ru/catalog/igra-ben-10-moshchnoe-priklyuchenie-ps4-russkaya-versiya/
227,"Игра Life is Strange: True Colors (PS5, русская версия)",Есть в наличии,L05843,2800,https://igroray.ru/catalog/igra-life-is-strange-true-colors-ps5-russkaya-versiya/
228,"Игра Dark Pictures: House of Ashes (PS5, русская версия)",Есть в наличии,L07609,3717,https://igroray.ru/catalog/igra-dark-pictures-house-of-ashes-ps5-russkaya-versiya/
229,"Игра Back 4 Blood Special Edition (PS4, русская версия)",Есть в наличии,L05381,2399,https://igroray.ru/catalog/igra-back-4-blood-special-edition-ps4-russkaya-versiya/
